wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
16/3-1,16/3-1,Norsk Hydro Produksjon AS,007 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,31.01.1976,10.02.1976,,148-L,,NO,0.0,,LINE 72 58 47  SP.40,0.0,24.0,0.0,453.0,118.0,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,POLYGLOMAR DRILLER,SEMISUB STEEL,MOVEABLE,1-A,NO,WILDCAT,1976,1976,,,80,,,,,                    ,                    ,11,NO,,,,ED50  ,58,47,12.88,N,2,47,32.25,E,58.786910999999996,2.7922919999999998,6516493.24,487992.44,31,16,3, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=451,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=451,initial             ,                                        ,19.10.2006,10.02.1978,,451,,,362458.0,0,20812.0,,03.10.2019,03.10.2019,08.12.2019
24/6-3,24/6-3,Marathon Petroleum Norge AS,088 BS,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,18.04.2003,22.04.2003,ALVHEIM,1054-L,24/6-2 Alvheim,NO,0.0,,line 484 & trace 4798- NH9601,0.0,23.0,253.0,253.0,121.0,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,8,NO,APPRAISAL,2003,2003,,,80,,,,,                    ,                    ,5,NO,,,,ED50  ,59,34,44.57,N,1,54,47.45,E,59.579046999999996,1.913181,6605187.76,438610.0,31,24,6, ,3,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4728,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4728,initial             ,                                        ,22.04.2005,22.04.2005,,4728,45828.0,2845712.0,287983.0,0,2787418.0,,03.10.2019,03.10.2019,08.12.2019
25/2-20,25/2-20,Aker BP ASA,442 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,29.06.2019,01.07.2019,,1770-L,,NO,,ABP18306,Line ABP18306-03407. SP 1175,,30.0,,663.0,110.0,,                    ,,NORTH SEA,DEEPSEA STAVANGER,SEMISUB STEEL,MOVEABLE,TFO2006,NO,WILDCAT,2019,2019,,,80,,,,,,                    ,3,NO,,15.07.2019,01.07.2019,ED50  ,59,52,27.05,N,2,27,29.23,E,59.87418100000001,2.458119,6637678.11,469659.17,31,25,2, ,20,,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8773,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8773,initial             ,                                        ,,01.07.2021,,8773,,,445536.0,0,4237510.0,8590.0,03.10.2019,,08.12.2019
25/4-12 S,25/4-12,Aker BP ASA,203 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,03.06.2018,06.06.2018,ALVHEIM,1699-L,25/4-3 (Gekko),NO,,,DN15M01. IL 19551. XL 9028,,30.0,,525.0,121.0,,                    ,,NORTH SEA,DEEPSEA STAVANGER,SEMISUB STEEL,MOVEABLE,15,NO,APPRAISAL,2018,2018,,,80,,,,,,                    ,4,NO,,,,ED50  ,59,30,39.22,N,2,4,27.28,E,59.51089399999999,2.0742439999999998,6597460.64,447601.71,31,25,4, ,12,S,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8451,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8451,initial             ,                                        ,,06.06.2020,,8451,1630312.0,2845712.0,445536.0,0,22436.0,,01.11.2019,,08.12.2019
25/5-8,25/5-8,Total E&P Norge AS,102 F,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,14.12.2013,01.01.2014,,1495-L,,NO,0.0,,MC3D-NVG1IM,1.2,25.0,1199.0,1199.0,121.0,,EOCENE              ,HORDALAND GP        ,NORTH SEA,LEIV EIRIKSSON,SEMISUB STEEL,MOVEABLE,TFO2011,NO,WILDCAT,2013,2014,,,80,,,,,                    ,                    ,18,NO,,,,ED50  ,59,37,6.0,N,2,23,44.0,E,59.61833299999999,2.395556,6609215.97,465896.52,31,25,5, ,8,,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7308,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=7308,initial             ,                                        ,01.01.2016,01.01.2016,,7308,,,297865.0,0,23815216.0,,03.10.2019,03.10.2019,08.12.2019
30/6-12,30/6-12,Norsk Hydro Produksjon AS,053 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,20.02.1983,09.03.1983,OSEBERG,363-L,30/6-1 Oseberg,NO,0.0,,36 M SW OF SP 490 ON LINE 703 127,0.5,25.0,615.0,615.0,104.0,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1983,1983,,,80,,,,,                    ,                    ,18,NO,,,,ED50  ,60,33,15.59,N,2,49,23.31,E,60.554331000000005,2.823142,6713319.53,490300.27,31,30,6, ,12,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4,initial             ,                                        ,19.12.2007,09.03.1985,,4,44396.0,43625.0,287956.0,0,21220.0,,03.10.2019,03.10.2019,08.12.2019
30/7-1,30/7-1,Norsk Hydro Produksjon AS,040 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,05.07.1975,05.08.1975,,131-L,,NO,0.0,,LINES 550 306/550 402,0.75,22.9,0.0,1007.0,109.0,,MIOCENE             ,UTSIRA FM           ,NORTH SEA,POLYGLOMAR DRILLER,SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1975,1975,,,80,,,,,                    ,                    ,32,NO,,,,ED50  ,60,29,27.59,N,2,1,34.49,E,60.490997,2.026247,6706648.06,446491.8,31,30,7, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=384,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=384,initial             ,                                        ,26.10.2009,05.08.1977,,384,,,362458.0,0,21108.0,,03.10.2019,03.10.2019,08.12.2019
30/7-4,30/7-4,Norsk Hydro Produksjon AS,040 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,25.01.1977,05.02.1977,,170-L,,NO,0.0,, ,0.0,25.0,0.0,778.0,117.0,,MIOCENE             ,NORDLAND GP         ,NORTH SEA,POLYGLOMAR DRILLER,SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1977,1977,,,80,,,,,                    ,                    ,12,NO,,,,ED50  ,60,29,29.72,N,2,3,24.32,E,60.491589000000005,2.056756,6706689.55,448169.11,31,30,7, ,4,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=387,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=387,initial             ,                                        ,20.04.2010,05.02.1979,,387,,,362458.0,0,21108.0,,03.10.2019,03.10.2019,08.12.2019
30/7-5,30/7-5,Norsk Hydro Produksjon AS,040 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,05.02.1977,13.02.1977,,172-L,,NO,0.0,, ,1.2,24.0,0.0,805.0,117.0,,MIOCENE             ,NORDLAND GP         ,NORTH SEA,POLYGLOMAR DRILLER,SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1977,1977,,,80,,,,,                    ,                    ,9,NO,,,,ED50  ,60,29,30.19,N,2,3,27.4,E,60.491718999999996,2.057611,6706703.42,448216.33,31,30,7, ,5,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=388,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=388,initial             ,                                        ,30.04.2010,13.02.1979,,388,,,362458.0,0,21108.0,,03.10.2019,03.10.2019,08.12.2019
30/8-5,30/8-5,Statoil Petroleum AS,190 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,03.12.2017,19.02.2018,TUNE,1678-L,30/8-1 S Tune,NO,,,,,30.0,,3563.0,92.2,,                    ,,NORTH SEA,DEEPSEA ATLANTIC,SEMISUB STEEL,MOVEABLE,14,NO,APPRAISAL,2017,2018,,,80,,,,,,                    ,79,NO,,,,ED50  ,60,28,15.43,N,2,36,15.58,E,60.470953,2.6043279999999998,6704085.14,478243.75,31,30,8, ,5,,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8315,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8315,initial             ,                                        ,,19.02.2020,,8315,44456.0,853376.0,404360.0,0,22332.0,,01.11.2019,,08.12.2019
30/9-17 R,30/9-17,Norsk Hydro Produksjon AS,104 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,11.04.1995,13.04.1995,,806-L2,,NO,58.0,,NH 8502 R INLINE 239 & CROSSLINE 1033,2.5,26.0,1408.0,1408.0,107.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,9,NO,WILDCAT,1995,1995,,PLUGGING,80,,,,,                    ,                    ,3,YES,,,,ED50  ,60,17,39.08,N,2,49,19.44,E,60.294189,2.8220669999999997,6684345.26,490163.05,31,30,9, ,17,R,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2569,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2569,re-entry            ,30/9-17                                 ,19.12.2007,13.04.1997,,2569,,,296326.0,0,21636.0,,03.10.2019,03.10.2019,08.12.2019
30/10-1,30/10-1,Esso Exploration and Production Norway A/S,030 ,APPRAISAL,JUNKED,OIL/GAS,EXPLORATION, NO,05.05.1973,18.07.1973,FRIGG,84-L,25/1-1 Frigg,NO,0.0,,LINE 572-1 SP.2010,0.0,14.0,0.0,2917.0,115.0,,LATE CRETACEOUS     ,HARDRÅDE FM         ,NORTH SEA,SAIPEM II,VESSEL,MOVEABLE,2-A,NO,WILDCAT,1973,1973,,,13,FRIGG FM,EOCENE,,,                    ,                    ,75,NO,,,,ED50  ,60,0,20.37,N,2,4,7.17,E,60.005658,2.068658,6652562.51,448059.34,31,30,10, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=391,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=391,initial             ,                                        ,30.09.2004,18.07.1975,,391,44204.0,43555.0,288685.0,0,21028.0,,03.10.2019,03.10.2019,08.12.2019
30/10-4,30/10-4,Esso Exploration and Production Norway A/S,030 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,11.09.1974,25.09.1974,FRIGG,116-L,25/1-1 Frigg,NO,0.0,,LINE CS 73-27   SP.2390,0.0,24.0,758.0,758.0,104.0,,MIOCENE             ,SKADE FM            ,NORTH SEA,NEPTUNE 7,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1974,1974,,,80,,,,,                    ,                    ,15,NO,,,,ED50  ,60,0,25.07,N,2,4,6.19,E,60.006964,2.0683860000000003,6652708.12,448046.2,31,30,10, ,4,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=394,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=394,initial             ,                                        ,30.09.2004,25.09.1976,,394,44204.0,43555.0,288631.0,0,21028.0,,03.10.2019,03.10.2019,08.12.2019
31/4-1,31/4-1,Norsk Hydro Produksjon AS,055 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,09.09.1979,25.09.1979,,224-L,,NO,38.0,, ,0.0,25.0,0.0,1000.0,144.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,NORSKALD,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1979,1979,,,80,,,,,                    ,                    ,17,NO,,,,ED50  ,60,36,18.2,N,3,0,32.3,E,60.605056000000005,3.008972,6718956.4,500491.31,31,31,4, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=400,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=400,initial             ,                                        ,19.12.2007,25.09.1981,,400,,,288091.0,0,21236.0,,03.10.2019,03.10.2019,08.12.2019
31/5-1,31/5-1,Saga Petroleum ASA,085 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,05.09.1983,30.09.1983,TROLL,386-L,31/2-1 (Troll Vest),NO,31.0,, 8007-132 SP 887,2.0,26.0,860.0,860.0,316.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,NO,APPRAISAL,1983,1983,,,80,,,,,                    ,                    ,26,NO,,,,ED50  ,60,43,33.17,N,3,32,57.01,E,60.72588100000001,3.549169,6732539.55,529959.16,31,31,5, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=27,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=27,initial             ,                                        ,18.12.2008,30.09.1985,,27,44534.0,46437.0,296326.0,0,21476.0,,03.10.2019,03.10.2019,08.12.2019
31/6-4,31/6-4,Den norske stats oljeselskap a.s,085 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,05.03.1984,16.03.1984,TROLL,407-L,31/6-1 (Troll Øst),NO,37.0,,NH 8202 - 120  SP. 246,12.75,23.0,817.0,820.0,305.0,,EOCENE              ,BALDER FM           ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,NO,APPRAISAL,1984,1984,,,80,,,,,                    ,                    ,12,NO,,,,ED50  ,60,37,6.05,N,3,48,20.36,E,60.618347,3.805656,6720706.99,544097.83,31,31,6, ,4,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=404,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=404,initial             ,                                        ,06.06.2006,16.03.1986,,404,44552.0,46437.0,287983.0,0,21476.0,,03.10.2019,03.10.2019,08.12.2019
31/6-7,31/6-7,Norsk Hydro Produksjon AS,085 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,01.04.1985,13.04.1985,TROLL,459-L,31/6-1 (Troll Øst),NO,25.0,,N H  8202 - 338  SP.  247,1.5,25.0,698.0,698.0,300.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,NO,APPRAISAL,1985,1985,,,80,,,,,                    ,                    ,13,NO,,,,ED50  ,60,33,19.68,N,3,40,39.04,E,60.55546700000001,3.677511,6713624.35,537156.13,31,31,6, ,7,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=141,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=141,initial             ,                                        ,06.06.2006,13.04.1987,,141,44552.0,46437.0,287956.0,0,21476.0,,03.10.2019,03.10.2019,08.12.2019
32/4-2,32/4-2,Equinor Energy AS,921 ,WILDCAT,JUNKED,,EXPLORATION, NO,09.09.2019,21.09.2019,,1784-L,,NO,,ST18330,CGG17M01. Inline 9685. Xline 22271,,31.0,,1184.0,292.0,,                    ,,NORTH SEA,WEST HERCULES,SEMISUB STEEL,MOVEABLE,TFO2017,NO,WILDCAT,2019,2019,,,80,,,,,,                    ,13,NO,,,21.09.2019,ED50  ,60,30,37.36,N,4,9,18.03,E,60.510378,4.1550080000000005,6708967.5,563429.77,31,32,4, ,2,,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8874,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8874,initial             ,                                        ,,21.09.2021,,8874,,,415836.0,0,30674782.0,8640.0,03.10.2019,,08.12.2019
33/9-2,33/9-2,Mobil Exploration Norway INC,037 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,27.08.1974,14.09.1974,STATFJORD,113-L,33/12-1 Statfjord,NO,0.0,,LINE MNG-20  SP.340,0.0,25.0,940.0,940.0,146.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,NORSKALD,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 2-A,NO,APPRAISAL,1974,1974,,,80,,,,,                    ,                    ,21,NO,,,,ED50  ,61,17,53.75,N,1,53,41.41,E,61.298264,1.894836,6796672.78,440786.57,31,33,9, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=408,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=408,initial             ,                                        ,12.04.2016,14.09.1976,,408,44558.0,43658.0,288091.0,0,21084.0,,03.10.2019,03.10.2019,08.12.2019
33/12-3,33/12-3,Mobil Exploration Norway INC,037 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,23.04.1975,16.05.1975,STATFJORD,125-L,33/12-1 Statfjord,NO,0.0,,LINE MNG 28   SP.380,0.0,25.0,1725.0,1725.0,146.0,,PALEOCENE           ,BALDER FM           ,NORTH SEA,NORSKALD,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 2-A,NO,APPRAISAL,1975,1975,,,80,,,,,                    ,                    ,24,NO,,,,ED50  ,61,14,19.64,N,1,53,25.8,E,61.238789000000004,1.8905,6790052.24,440441.76,31,33,12, ,3,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=841,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=841,initial             ,                                        ,02.12.2014,16.05.1977,,841,44558.0,43658.0,288091.0,0,21084.0,,03.10.2019,03.10.2019,08.12.2019
34/2-1,34/2-1,Amoco Norway Oil Company,056 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,29.12.1979,23.02.1980,,235-L,,NO,24.0,,ANO 77-02 SP.230,1.5,25.0,807.0,807.0,389.0,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1979,1980,,,80,,,,,                    ,                    ,57,NO,,,,ED50  ,61,46,28.06,N,2,33,6.2,E,61.774460999999995,2.5517220000000003,6849300.93,476345.98,31,34,2, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=420,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=420,initial             ,                                        ,11.02.2005,23.02.1982,,420,,,341331.0,0,21244.0,,03.10.2019,03.10.2019,08.12.2019
34/7-11,34/7-11,Saga Petroleum ASA,089 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,02.10.1987,11.10.1987,,564-L,,NO,0.0,,SG   8431   ROW  155   COLUMN  534,1.0,26.0,861.0,861.0,190.0,,MIOCENE             ,UTSIRA FM           ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,8,NO,WILDCAT,1987,1987,,,80,,,,,                    ,                    ,10,NO,,,,ED50  ,61,16,17.2,N,2,6,47.1,E,61.271443999999995,2.113083,6793507.13,452438.89,31,34,7, ,11,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1176,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1176,initial             ,                                        ,28.02.2008,11.10.1989,,1176,,,296326.0,0,21516.0,,03.10.2019,03.10.2019,08.12.2019
34/10-10 R,34/10-10,Den norske stats oljeselskap a.s,050 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,19.09.1980,04.10.1980,,257-L2,,NO,49.0,,3D-224 SP.265,0.0,25.0,816.0,816.0,154.0,,MIOCENE             ,NORDLAND GP         ,NORTH SEA,BORGNY DOLPHIN,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,WILDCAT,1980,1980,,PLUGGING,80,,,,,                    ,                    ,16,YES,,,,ED50  ,61,10,27.95,N,2,14,43.12,E,61.174431000000006,2.245311,6782611.87,459404.63,31,34,10, ,10,R,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=859,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=859,re-entry            ,34/10-10                                ,26.10.2009,04.10.1982,,859,,,288280.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-20,34/10-20,Den norske stats oljeselskap a.s,050 ,WILDCAT,JUNKED,DRY,EXPLORATION, NO,23.12.1983,23.04.1984,,399-L,,NO,115.0,,ST 8313 - 410  SP 220,4.3,22.0,3743.0,3747.0,135.0,,EARLY CRETACEOUS    ,CROMER KNOLL GP     ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,WILDCAT,1983,1984,,,1,,,,,                    ,                    ,123,NO,,,,ED50  ,61,1,20.39,N,2,17,45.74,E,61.02233100000001,2.296039,6765639.55,461951.0,31,34,10, ,20,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=212,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=212,initial             ,                                        ,09.12.2014,23.04.1986,,212,,,296245.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
34/10-28,34/10-28,Den norske stats oljeselskap a.s,050 ,APPRAISAL,JUNKED,NOT APPLICABLE,EXPLORATION, NO,02.01.1986,16.01.1986,GULLFAKS SØR,498-L,34/10-2 Gullfaks Sør,NO,0.0,,LINE 170 CDP 405 (3D-SURVEY),0.5,25.0,528.0,528.0,133.0,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,DYVI STENA,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 3,NO,APPRAISAL,1986,1986,,,80,NORDLAND GP,PLIOCENE,,,                    ,                    ,15,NO,,,,ED50  ,61,6,31.99,N,2,15,23.72,E,61.108886,2.256589,6775304.14,459928.28,31,34,10, ,28,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=872,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=872,initial             ,                                        ,21.12.2012,16.01.1988,,872,44606.0,43699.0,290980.0,0,21188.0,,03.10.2019,03.10.2019,08.12.2019
35/3-3,35/3-3,Saga Petroleum ASA,041 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,30.10.1980,28.11.1980,,265-L,,NO,27.0,,TLGS 78 - 01A  SP: 2727.,0.0,25.0,900.0,900.0,259.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1980,1980,,,80,,,,,                    ,                    ,30,NO,,,,ED50  ,61,51,54.6,N,3,52,25.8,E,61.86516700000001,3.8738330000000003,6859633.43,545972.49,31,35,3, ,3,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=491,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=491,initial             ,                                        ,18.05.2004,28.11.1982,,491,,,341331.0,0,21116.0,,03.10.2019,03.10.2019,08.12.2019
35/6-1 S,35/6-1,StatoilHydro Petroleum AS,376 ,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,04.02.2009,10.02.2009,,1218-L,,NO,0.0,,3 D survey ST98M08-inline 2286 & crossline 3024,0.0,22.0,847.0,847.0,344.0,,PALEOCENE           ,SELE FM             ,NORTH SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,TFO2005,NO,WILDCAT,2009,2009,,,80,,,,,                    ,                    ,7,NO,,,,ED50  ,61,32,2.92,N,3,54,40.82,E,61.534144,3.911339,6822786.9,548462.02,31,35,6, ,1,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6000,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=6000,initial             ,                                        ,03.01.2011,03.01.2011,,6000,,,287902.0,0,3811255.0,,03.10.2019,03.10.2019,08.12.2019
