wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
2/7-21 S,2/7-21,Phillips Petroleum Company Norway,018 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,21.06.1989,09.01.1990,EMBLA,610-L,2/7-20 Embla,NO,169.0,,NS 210  SP 720,44.9,22.0,4706.0,5038.0,71.0,,DEVONIAN            ,NO GROUP DEFINED    ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,1-A,NO,APPRAISAL,1989,1990,,,5,NO GROUP DEFINED,DEVONIAN,,,                    ,                    ,203,NO,,,,ED50  ,56,19,59.65,N,3,14,53.89,E,56.333236,3.248303,6243335.07,515353.32,31,2,7, ,21,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1394,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1394,initial             ,                                        ,26.05.2009,09.01.1992,,1394,44132.0,43534.0,296245.0,0,20900.0,,03.10.2019,03.10.2019,08.12.2019
2/11-6 S,2/11-6,Amoco Norway Oil Company,033 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,02.09.1981,25.02.1982,HOD,305-L,2/11-2 Hod,NO,111.0,,ANO 75 - 13  SP. 333,57.0,26.0,2957.0,4076.0,72.0,,EARLY CRETACEOUS    ,HOD FM              ,NORTH SEA,SEDCO 703,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1981,1982,,,5,TOR FM,LATE CRETACEOUS,HOD FM,LATE CRETACEOUS,                    ,                    ,177,NO,,,,ED50  ,56,10,35.5,N,3,27,36.72,E,56.176528000000005,3.4602,6225960.07,528571.99,31,2,11, ,6,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=289,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=289,initial             ,                                        ,22.03.2013,25.02.1984,,289,44000.0,43485.0,288793.0,0,21052.0,,03.10.2019,03.10.2019,08.12.2019
7/11-7,7/11-7,Phillips Petroleum Company Norway,018 ,WILDCAT,SUSPENDED,OIL,EXPLORATION, NO,29.12.1982,25.12.1983,COD,359-L,7/11-7,YES,168.0,,NH CN 82-124 SP 377,0.0,41.8,4703.0,4927.0,70.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,COD,JACKET 8 LEGS,FIXED,1-A,NO,WILDCAT,1982,1983,,,5,FORTIES FM,PALEOCENE,ULA FM,LATE JURASSIC,                    ,                    ,362,NO,,,,ED50  ,57,4,10.04,N,2,26,4.82,E,57.069456,2.434672,6325401.22,465720.08,31,7,11, ,7,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=57,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=57,initial             ,                                        ,15.02.2006,25.12.1985,,57,23296230.0,43785.0,271693.0,0,20900.0,,03.10.2019,03.10.2019,08.12.2019
7/11-10 S,7/11-10,Norsk Hydro Produksjon AS,070 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,05.07.1990,10.09.1990,MIME,641-L,7/11-5 Mime,NO,169.0,,NH 8601  ROW 206,50.0,23.5,4241.0,4566.0,78.5,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,6,NO,APPRAISAL,1990,1990,7/11-10 SR  ,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,68,NO,,,,ED50  ,57,7,12.51,N,2,29,10.56,E,57.120142,2.486267,6331018.86,468891.06,31,7,11, ,10,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1563,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1563,initial             ,                                        ,19.10.2006,10.09.1992,,1563,44966.0,43792.0,296677.0,1681,21356.0,,03.10.2019,03.10.2019,08.12.2019
7/12-2,7/12-2,BP Norway Limited U.A.,019 ,WILDCAT,SUSPENDED,OIL,EXPLORATION, NO,04.07.1976,23.09.1976,ULA,161-L,7/12-2 Ula,YES,154.0,, ,0.0,25.0,0.0,3676.0,71.0,,EARLY JURASSIC      ,GASSUM FM           ,NORTH SEA,NORSKALD,SEMISUB STEEL,MOVEABLE,1-A,NO,WILDCAT,1976,1976,,,5,ULA FM,LATE JURASSIC,GASSUM FM,EARLY JURASSIC,                    ,                    ,83,NO,,,,ED50  ,57,6,41.05,N,2,50,51.04,E,57.111403,2.847511,6329939.23,490763.87,31,7,12, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=295,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=295,initial             ,                                        ,13.08.2015,23.09.1978,,295,44972.0,43800.0,288091.0,0,20916.0,,03.10.2019,26.11.2019,08.12.2019
7/12-4,7/12-4,BP Norway Limited U.A.,019 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,11.09.1977,12.12.1977,ULA,183-L,7/12-2 Ula,NO,144.0,, ,1.9,25.0,3623.0,3623.0,71.0,,EARLY JURASSIC      ,BRYNE FM            ,NORTH SEA,NORSKALD,SEMISUB STEEL,MOVEABLE,1-A,NO,APPRAISAL,1977,1977,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,93,NO,,,,ED50  ,57,5,36.66,N,2,51,36.96,E,57.093517000000006,2.860267,6327946.46,491532.39,31,7,12, ,4,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=298,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=298,initial             ,                                        ,06.01.2014,12.12.1979,,298,44972.0,43800.0,288091.0,0,20916.0,,03.10.2019,03.10.2019,08.12.2019
7/12-8,7/12-8,BP Norway Limited U.A.,019 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,04.10.1988,23.12.1988,ULA,590-L,7/12-2 Ula,NO,151.0,,LINE 143   SP 470,5.7,25.0,3898.0,3900.0,70.0,,LATE TRIASSIC       ,SKAGERRAK FM        ,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,NO,APPRAISAL,1988,1988,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,86,NO,,,,ED50  ,57,5,1.28,N,2,53,52.26,E,57.083689,2.89785,6326848.38,493808.24,31,7,12, ,8,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1311,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1311,initial             ,                                        ,28.03.2014,23.12.1990,,1311,44972.0,43800.0,297028.0,0,20916.0,,03.10.2019,03.10.2019,08.12.2019
7/12-9,7/12-9,BP Norway Limited U.A.,019 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,17.03.1990,14.05.1990,ULA,630-L,7/12-2 Ula,NO,147.0,,BP84 - 135   BP84 -X- 570,0.0,23.5,3820.0,3820.0,70.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,1-A,NO,APPRAISAL,1990,1990,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,59,NO,,,,ED50  ,57,4,21.52,N,2,52,56.51,E,57.072644,2.882364,6325620.41,492867.44,31,7,12, ,9,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1470,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1470,initial             ,                                        ,03.10.2013,14.05.1992,,1470,44972.0,43800.0,296245.0,0,20916.0,,03.10.2019,03.10.2019,08.12.2019
15/3-2,15/3-2,Elf Petroleum Norge AS,025 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,29.10.1976,24.01.1977,,168-L,,NO,0.0,,line 580529-SP 210,3.3,25.0,4256.0,4258.0,110.0,,LATE JURASSIC       ,DRAUPNE FM          ,NORTH SEA,POLYGLOMAR DRILLER,SEMISUB STEEL,MOVEABLE,2-A,NO,WILDCAT,1976,1977,,,1,,,,,                    ,                    ,88,NO,,,,ED50  ,58,59,0.5,N,1,47,12.6,E,58.983472,1.7868330000000001,6538995.08,430266.34,31,15,3, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=310,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=310,initial             ,                                        ,06.10.2010,24.01.1979,,310,,,362458.0,0,34512.0,,03.10.2019,03.10.2019,08.12.2019
15/5-2,15/5-2,Norsk Hydro Produksjon AS,048 ,WILDCAT,SUSPENDED,GAS,EXPLORATION, NO,16.08.1978,16.12.1978,,200-L,15/5-2 Eirin,YES,127.0,, ,5.75,25.0,0.0,4322.0,121.0,,TRIASSIC            ,HEGRE GP            ,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1978,1978,,,9,BRENT GP,MIDDLE JURASSIC,HEGRE GP,TRIASSIC,                    ,                    ,123,NO,,,,ED50  ,58,38,36.74,N,1,36,16.48,E,58.643539000000004,1.604578,6501352.42,419002.37,31,15,5, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=316,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=316,initial             ,                                        ,05.01.2015,16.12.1980,,316,43898.0,,287956.0,0,21172.0,,03.10.2019,14.11.2019,08.12.2019
15/6-2,15/6-2,Esso Exploration and Production Norway A/S,029 ,APPRAISAL,SUSPENDED,SHOWS,EXPLORATION, NO,09.09.1971,26.10.1971,GINA KROG,62-L,15/5-1 Gina Krog,NO,100.0,,SC 23  SP.7490,0.0,9.0,0.0,3131.0,115.0,,LATE CRETACEOUS     ,SHETLAND GP         ,NORTH SEA,GLOMAR GRAND ISLE,VESSEL,MOVEABLE,2-A,NO,WILDCAT,1971,1971,,,12,,,,,                    ,                    ,48,NO,,,,ED50  ,58,32,47.58,N,1,41,54.09,E,58.54655,1.6983580000000003,6490444.74,424236.03,31,15,6, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=317,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=317,initial             ,                                        ,24.09.2015,26.10.1973,,317,43892.0,23384544.0,288388.0,0,21020.0,,03.10.2019,03.10.2019,08.12.2019
15/9-12,15/9-12,Den norske stats oljeselskap a.s,046 ,APPRAISAL,SUSPENDED,GAS/CONDENSATE,EXPLORATION, NO,22.11.1981,27.02.1982,SLEIPNER VEST,309-L,15/6-3 Sleipner Vest,NO,112.0,,8010 - 023  SP 270,4.2,25.0,3739.0,3740.0,110.0,,MIDDLE JURASSIC     ,SLEIPNER FM         ,NORTH SEA,NORDRAUG,SEMISUB STEEL,MOVEABLE,3,NO,APPRAISAL,1981,1982,,,17,HUGIN FM,MIDDLE JURASSIC,,,                    ,                    ,90,NO,,,,ED50  ,58,27,23.17,N,1,43,4.01,E,58.456436,1.7177810000000002,6480390.26,425174.97,31,15,9, ,12,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=330,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=330,initial             ,                                        ,28.03.2014,27.02.1984,,330,43910.0,43457.0,298081.0,0,21156.0,,03.10.2019,03.10.2019,08.12.2019
15/9-19 S,15/9-19,Den norske stats oljeselskap a.s,046 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,18.11.1992,31.01.1993,VOLVE,749-L,15/9-19 S Volve,NO,0.0,,ST 8215 R - 571 CROSSLINE  491,60.9,22.0,2405.8,3580.0,84.0,,PALEOCENE           ,LISTA FM            ,NORTH SEA,TREASURE PROSPEC,SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1992,1993,,,1,,,,,                    ,                    ,75,NO,,,,ED50  ,58,26,9.25,N,1,55,47.05,E,58.435903,1.9297360000000001,6477887.72,437506.71,31,15,9, ,19,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2043,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2043,initial             ,                                        ,15.12.2006,31.01.1995,,2043,43934.0,3420717.0,296218.0,0,21156.0,,03.10.2019,03.10.2019,08.12.2019
15/9-19 SR,15/9-19,Den norske stats oljeselskap a.s,046 ,WILDCAT,SUSPENDED,OIL,EXPLORATION, NO,17.02.1993,29.04.1993,VOLVE,749-L2,15/9-19 S Volve,YES,0.0,,ST 8215 R - 571 CROSSLINE 491,55.9,22.0,3132.0,4641.0,84.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,TREASURE PROSPEC,SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1993,1993,,DRILLING,5,HUGIN FM,MIDDLE JURASSIC,,,                    ,                    ,72,YES,,,,ED50  ,58,26,9.25,N,1,55,47.05,E,58.435903,1.9297360000000001,6477887.72,437506.71,31,15,9, ,19,SR,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2105,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2105,re-entry            ,15/9-19 S                               ,15.12.2006,29.04.1995,,2105,43934.0,3420717.0,296218.0,0,21156.0,,03.10.2019,03.10.2019,08.12.2019
16/1-8,16/1-8,Lundin Norway AS,338 ,WILDCAT,SUSPENDED,OIL,EXPLORATION, NO,08.09.2007,13.11.2007,EDVARD GRIEG,1152-L,16/1-8 Edvard Grieg,YES,87.0,,ST9511M06 3085 & x-line ST9511M06 2334,1.7,25.0,2200.0,2200.0,108.0,,LATE TRIASSIC       ,NO GROUP DEFINED    ,NORTH SEA,BREDFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,TFO2004,NO,WILDCAT,2007,2007,,,5,NO GROUP DEFINED,JURASSIC,,,                    ,                    ,67,NO,,,,ED50  ,58,50,8.63,N,2,14,6.36,E,58.835731,2.2351,6522162.97,455844.01,31,16,1, ,8,,,https://www.npd.no/fakta/nyheter/Resultat-av-leteboring/2007/Oljefunn-i-Nordsjoen4/,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5612,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=5612,initial             ,                                        ,13.11.2009,13.11.2009,,5612,4530554.0,21675433.0,373521.0,0,2986578.0,,03.10.2019,03.10.2019,08.12.2019
16/1-28 S,16/1-28,Lundin Norway AS,338 C,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,03.04.2018,23.08.2018,,1687-L,16/1-12 (Rolvsnes),NO,,,,,25.0,,4880.0,107.0,,                    ,,NORTH SEA,COSLInnovator,SEMISUB STEEL,MOVEABLE,TFO2004,NO,APPRAISAL,2018,2018,,,5,,,,,,                    ,134,NO,,,23.08.2018,ED50  ,58,48,51.49,N,2,16,14.2,E,58.814303,2.270611,6519754.16,457867.95,31,16,1, ,28,S,,https://www.npd.no/fakta/nyheter/Resultat-av-leteboring/2018/161-28-S/,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8357,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=8357,initial             ,                                        ,,23.08.2020,,8357,17196400.0,,413825.0,0,25871009.0,,04.11.2019,,08.12.2019
17/9-1,17/9-1,Esso Exploration and Production Norway A/S,002 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,16.09.1973,23.10.1973,,93-L,,NO,121.0,,LINE CS-72-5 & SP 2250,2.0,9.0,0.0,2816.0,159.0,,MIDDLE JURASSIC     ,VESTLAND GP         ,NORTH SEA,GLOMAR GRAND ISLE,VESSEL,MOVEABLE,1-A,NO,WILDCAT,1973,1973,,,1,,,,,                    ,                    ,38,NO,,,,ED50  ,58,28,27.26,N,3,50,16.18,E,58.474239000000004,3.837828,6481963.51,548868.52,31,17,9, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=337,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=337,initial             ,                                        ,25.04.2005,23.10.1975,,337,,,288388.0,0,20772.0,,03.10.2019,03.10.2019,08.12.2019
17/12-1,17/12-1,Phillips Petroleum Company Norway,016 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,27.10.1971,01.11.1971,,64-L,,NO,0.0,,LINE 685 402 SP.160,3.0,27.0,458.0,458.0,115.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,MÆRSK EXPLORER,SEMISUB STEEL,MOVEABLE,1-A,NO,WILDCAT,1971,1971,,,1,,,,,                    ,                    ,5,NO,,,,ED50  ,58,11,17.3,N,3,56,22.2,E,58.188139,3.9395,6450188.44,555243.17,31,17,12, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=339,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=339,initial             ,                                        ,25.04.2005,01.11.1973,,339,,,362316.0,0,20884.0,,03.10.2019,03.10.2019,08.12.2019
24/9-7,24/9-7,Marathon Petroleum Norge AS,150 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,02.03.2004,25.03.2004,VOLUND,1073-L,24/9-5 Volund,NO,79.0,,inline 958 5590 NH 960,3.84,29.0,2279.0,2280.0,124.0,,PALEOCENE           ,HEIMDAL FM          ,NORTH SEA,DEEPSEA DELTA,SEMISUB STEEL,MOVEABLE,12,NO,APPRAISAL,2004,2004,,,13,NO FORMAL NAME,EOCENE,,,                    ,                    ,24,NO,,,,ED50  ,59,28,42.6,N,1,57,44.49,E,59.4785,1.9623580000000003,6593946.86,441212.92,31,24,9, ,7,,,https://www.npd.no/fakta/nyheter/Resultat-av-leteboring/2004/249-7-7A-7B-og-7C/,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4910,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=4910,initial             ,                                        ,23.05.2006,25.03.2006,,4910,44186.0,4380167.0,287821.0,0,22012.0,,03.10.2019,03.10.2019,08.12.2019
24/12-1,24/12-1,Den norske stats oljeselskap a.s,045 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,16.01.1978,09.04.1978,,189-L,,NO,141.0,,Sd 260 line 403-329,1.2,25.0,3966.0,3966.0,113.0,,EARLY CRETACEOUS    ,SOLA FM             ,NORTH SEA,ROSS RIG (1),SEMISUB STEEL,MOVEABLE,3,NO,WILDCAT,1978,1978,,,1,,,,,                    ,                    ,84,NO,,,,ED50  ,59,2,29.8,N,1,52,57.93,E,59.041610999999996,1.8827580000000002,6545372.48,435888.07,31,24,12, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=347,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=347,initial             ,                                        ,01.12.2004,09.04.1980,,347,,,446033.0,0,21148.0,,03.10.2019,03.10.2019,08.12.2019
25/1-7,25/1-7,Elf Petroleum Norge AS,024 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,08.03.1985,26.05.1985,FRIGG,455-L,25/1-1 Frigg,NO,58.0,,73/0205  SP. 660 AND 73/F11  SP. 57.5,3.7,25.0,2718.0,2719.0,101.0,,LATE CRETACEOUS     ,JORSALFARE FM       ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1985,1985,,,13,FRIGG FM,EOCENE,,,                    ,                    ,80,NO,,,,ED50  ,59,55,8.28,N,2,4,52.33,E,59.918967,2.081203,6642898.34,448624.87,31,25,1, ,7,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=463,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=463,initial             ,                                        ,10.01.2010,26.05.1987,,463,44204.0,43555.0,341331.0,0,20964.0,,03.10.2019,03.10.2019,08.12.2019
25/1-7 R,25/1-7,Elf Petroleum Norge AS,024 ,APPRAISAL,SUSPENDED,GAS,EXPLORATION, NO,10.02.1987,14.02.1987,FRIGG,455-L2,25/1-1 Frigg,NO,0.0,,73/0205 SP.660 AND 73/F11 SP.57.5,3.7,25.0,2718.0,2719.0,101.0,,LATE CRETACEOUS     ,JORSALFARE FM       ,NORTH SEA,NORTRYM,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1987,1987,,LOGGING,9,FRIGG FM,EOCENE,,,                    ,                    ,5,YES,,,,ED50  ,59,55,8.28,N,2,4,52.33,E,59.918967,2.081203,6642898.34,448624.87,31,25,1, ,7,R,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1031,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1031,re-entry            ,25/1-7                                  ,10.01.2010,14.02.1989,,1031,44204.0,43555.0,288010.0,0,20964.0,,03.10.2019,03.10.2019,08.12.2019
25/1-7 R2,25/1-7,Elf Petroleum Norge AS,024 ,APPRAISAL,SUSPENDED,GAS,EXPLORATION, NO,07.05.1988,10.05.1988,FRIGG,455-L3,25/1-1 Frigg,NO,0.0,,73/0205 SP.660 AND 73/F11 SP.57.5,3.7,22.0,2715.0,2716.0,101.0,,LATE CRETACEOUS     ,JORSALFARE FM       ,NORTH SEA,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1988,1988,,LOGGING,9,FRIGG FM,EOCENE,,,                    ,                    ,4,YES,,,,ED50  ,59,55,8.28,N,2,4,52.33,E,59.918967,2.081203,6642898.34,448624.87,31,25,1, ,7,R2,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1279,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1279,re-entry            ,25/1-7 R                                ,10.01.2010,10.05.1990,,1279,44204.0,43555.0,287902.0,0,20964.0,,03.10.2019,03.10.2019,08.12.2019
25/1-7 R3,25/1-7,Elf Petroleum Norge AS,024 ,APPRAISAL,SUSPENDED,GAS,EXPLORATION, NO,15.04.1989,16.04.1989,FRIGG,455-L4,25/1-1 Frigg,NO,0.0,,73/0205 SP.660 AND 73/F11 SP.57.5,3.7,22.0,2715.0,2716.0,101.0,,LATE CRETACEOUS     ,JORSALFARE FM       ,NORTH SEA,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1989,1989,,LOGGING,9,FRIGG FM,EOCENE,,,                    ,                    ,2,YES,,,,ED50  ,59,55,8.28,N,2,4,52.33,E,59.918967,2.081203,6642898.34,448624.87,31,25,1, ,7,R3,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1395,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1395,re-entry            ,25/1-7 R2                               ,10.01.2010,16.04.1991,,1395,44204.0,43555.0,287902.0,0,20964.0,,03.10.2019,03.10.2019,08.12.2019
25/1-8 S,25/1-8,Elf Petroleum Norge AS,024 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,28.05.1985,25.07.1985,FRIGG,466-L,25/1-1 Frigg,NO,65.0,,L 73 - 59 - 54   SP. 1105,0.0,25.0,2572.0,2650.0,102.0,,PALEOCENE           ,LISTA FM            ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1985,1985,,,13,FRIGG FM,EOCENE,,,                    ,                    ,59,NO,,,,ED50  ,59,54,3.28,N,2,6,9.79,E,59.900911,2.102719,6640871.09,449800.69,31,25,1, ,8,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=472,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=472,initial             ,                                        ,30.09.2011,25.07.1987,,472,44204.0,43555.0,341331.0,0,20964.0,,03.10.2019,03.10.2019,08.12.2019
25/1-8 SR,25/1-8,Elf Petroleum Norge AS,024 ,APPRAISAL,SUSPENDED,GAS,EXPLORATION, NO,14.02.1987,18.02.1987,FRIGG,466-L2,25/1-1 Frigg,NO,0.0,,L 73-59-54  SP.1105,0.0,25.0,2572.0,2650.0,102.0,,PALEOCENE           ,LISTA FM            ,NORTH SEA,NORTRYM,SEMISUB STEEL,MOVEABLE,2-A,NO,APPRAISAL,1987,1987,,LOGGING,9,FRIGG FM,EOCENE,,,                    ,                    ,5,YES,,,,ED50  ,59,54,3.28,N,2,6,9.79,E,59.900911,2.102719,6640871.09,449800.69,31,25,1, ,8,SR,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1030,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1030,re-entry            ,25/1-8 S                                ,30.09.2011,18.02.1989,,1030,44204.0,43555.0,288010.0,0,20964.0,,03.10.2019,03.10.2019,08.12.2019
