wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
30/9-8,30/9-8,Norsk Hydro Produksjon AS,104 ,APPRAISAL,SUSPENDED,DRY,EXPLORATION, NO,29.07.1989,02.08.1989,OSEBERG SØR,615-L,30/9-3 Oseberg Sør,NO,0.0,,NH 8831 - 105  COL 774,1.29,23.0,1060.0,1060.0,104.0,,MIOCENE             ,HORDALAND GP        ,NORTH SEA,POLAR PIONEER,SEMISUB STEEL,MOVEABLE,9,NO,WILDCAT,1989,1989,,DRILLING,1,,,,,                    ,                    ,5,NO,,,,ED50  ,60,25,26.1,N,2,47,58.38,E,60.423917,2.79955,6698797.68,488962.17,31,30,9, ,8,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1421,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1421,initial             ,                                        ,20.06.2011,02.08.1991,,1421,44492.0,43645.0,289333.0,0,21636.0,,03.10.2019,03.10.2019,08.12.2019
30/9-12 A,30/9-12,Norsk Hydro Produksjon AS,104 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,09.05.1991,04.06.1991,OSEBERG,683-L,30/6-1 Oseberg,NO,110.0,,NH 8831- ROW 143 & COLUMN 520,24.5,25.0,2927.0,3061.0,104.0,,EARLY JURASSIC      ,DRAKE FM            ,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,9,NO,APPRAISAL,1991,1991,,,5,INTRA HEATHER FM SS,LATE JURASSIC,,,                    ,                    ,27,NO,,,,ED50  ,60,25,57.09,N,2,51,34.9,E,60.432525,2.8596939999999997,6699747.91,492276.08,31,30,9, ,12,A,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1770,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1770,sidetrack           ,30/9-12                                 ,29.06.2004,04.06.1993,,1770,44396.0,43625.0,297028.0,0,21636.0,,03.10.2019,03.10.2019,08.12.2019
30/9-13 S,30/9-13,Norsk Hydro Produksjon AS,104 ,WILDCAT,SUSPENDED,OIL/GAS,EXPLORATION, NO,05.07.1991,11.10.1991,OSEBERG SØR,688-L,30/9-13 S Oseberg Sør,YES,140.0,,NH 8502-ROW 267 &  COLUMN 592,31.2,25.0,3964.0,4027.0,106.0,,EARLY JURASSIC      ,STATFJORD GP        ,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,9,NO,WILDCAT,1991,1991,,,13,INTRA HEATHER FM SS,MIDDLE JURASSIC,TARBERT FM,MIDDLE JURASSIC,                    ,                    ,99,NO,,,,ED50  ,60,21,37.69,N,2,43,17.78,E,60.360468999999995,2.721606,6691746.63,484640.3,31,30,9, ,13,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1811,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1811,initial             ,                                        ,29.06.2004,11.10.1993,,1811,44474.0,43645.0,297028.0,0,21636.0,,03.10.2019,03.10.2019,08.12.2019
30/9-17,30/9-17,Norsk Hydro Produksjon AS,104 ,WILDCAT,SUSPENDED,NOT APPLICABLE,EXPLORATION, NO,03.03.1995,14.03.1995,,806-L,,NO,58.0,,NH 8502 R INLINE 239 & CROSSLINE 1033,2.5,26.0,1408.0,1408.0,107.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,9,NO,WILDCAT,1995,1995,,,80,,,,,                    ,                    ,12,NO,,,,ED50  ,60,17,39.08,N,2,49,19.44,E,60.294189,2.8220669999999997,6684345.26,490163.05,31,30,9, ,17,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2355,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2355,initial             ,                                        ,19.12.2007,14.03.1997,,2355,,,296326.0,0,21636.0,,03.10.2019,03.10.2019,08.12.2019
31/2-1,31/2-1,A/S Norske Shell,054 ,WILDCAT,SUSPENDED,OIL/GAS,EXPLORATION, NO,17.07.1979,09.11.1979,TROLL,219-L,31/2-1 (Troll Vest),YES,65.0,,77 - 6046 SP 461,0.0,24.0,2433.0,2433.0,324.0,,LATE TRIASSIC       ,HEGRE GP            ,NORTH SEA,BORGNY DOLPHIN,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1979,1979,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,116,NO,,,,ED50  ,60,46,19.16,N,3,33,15.87,E,60.771989000000005,3.554408,6737677.61,530201.6,31,31,2, ,1,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=398,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=398,initial             ,                                        ,15.02.2006,09.11.1981,,398,44534.0,46437.0,288280.0,0,21228.0,,03.10.2019,03.10.2019,08.12.2019
31/2-2,31/2-2,A/S Norske Shell,054 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,27.02.1980,23.04.1980,TROLL,241-L,31/2-1 (Troll Vest),NO,43.0,,79416 SP.200,1.25,32.0,1857.0,1857.0,323.0,,MIDDLE JURASSIC     ,KROSSFJORD FM       ,NORTH SEA,WEST VENTURE OLD,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1980,1980,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,57,NO,,,,ED50  ,60,46,47.8,N,3,37,23.5,E,60.77994399999999,3.6231940000000002,6738597.32,533940.27,31,31,2, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=227,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=227,initial             ,                                        ,23.05.2006,23.04.1982,,227,44534.0,46437.0,362494.0,0,21228.0,,03.10.2019,03.10.2019,08.12.2019
31/2-4,31/2-4,A/S Norske Shell,054 ,APPRAISAL,SUSPENDED,DRY,EXPLORATION, NO,01.09.1980,13.09.1980,TROLL,261-L,31/2-1 (Troll Vest),NO,0.0,,TLGS 78 - 6C & D - 26,0.5,25.0,815.0,815.0,336.0,,OLIGOCENE           ,HORDALAND GP        ,NORTH SEA,BORGNY DOLPHIN,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1980,1980,,,1,,,,,                    ,                    ,13,NO,,,,ED50  ,60,51,23.57,N,3,30,44.33,E,60.856547,3.512314,6747077.42,527835.0,31,31,2, ,4,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=208,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=208,initial             ,                                        ,15.02.2006,13.09.1982,,208,44534.0,46437.0,288280.0,0,21228.0,,03.10.2019,03.10.2019,08.12.2019
31/2-4 R,31/2-4,A/S Norske Shell,054 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,09.10.1980,06.04.1981,TROLL,261-L2,31/2-1 (Troll Vest),NO,141.0,,624445  SP: 195,4.0,25.0,5035.0,5035.0,336.0,,EARLY TRIASSIC      ,HEGRE GP            ,NORTH SEA,BORGNY DOLPHIN,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1980,1981,,DRILLING,13,SOGNEFJORD FM,LATE JURASSIC,FENSFJORD FM,MIDDLE JURASSIC,                    ,                    ,180,YES,,,,ED50  ,60,51,23.57,N,3,30,44.33,E,60.856547,3.512314,6747077.42,527835.0,31,31,2, ,4,R,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=502,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=502,re-entry            ,31/2-4                                  ,15.02.2006,06.04.1983,,502,44534.0,46437.0,288280.0,0,21228.0,,03.10.2019,03.10.2019,08.12.2019
31/2-5,31/2-5,A/S Norske Shell,054 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,26.10.1980,21.12.1980,TROLL,263-L,31/2-1 (Troll Vest),NO,79.0,,79421 SP. 274,1.5,32.0,2532.0,2532.0,333.0,,TRIASSIC            ,HEGRE GP            ,NORTH SEA,WEST VENTURE OLD,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1980,1980,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,57,NO,,,,ED50  ,60,46,16.2,N,3,25,53.46,E,60.771167000000005,3.431517,6737535.76,523507.71,31,31,2, ,5,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=210,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=210,initial             ,                                        ,07.11.2005,21.12.1982,,210,44534.0,46437.0,362494.0,0,21228.0,,03.10.2019,03.10.2019,08.12.2019
31/2-5 R,31/2-5,A/S Norske Shell,054 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,12.06.1981,20.07.1981,TROLL,263-L2,31/2-1 (Troll Vest),NO,79.0,,79421   SP. 274,1.5,25.0,2525.0,2525.0,333.0,,TRIASSIC            ,HEGRE GP            ,NORTH SEA,BORGNY DOLPHIN,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1981,1981,,TESTING,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,39,YES,,,,ED50  ,60,46,16.2,N,3,25,53.46,E,60.771167000000005,3.431517,6737535.76,523507.71,31,31,2, ,5,R,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=500,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=500,re-entry            ,31/2-5                                  ,07.11.2005,20.07.1983,,500,44534.0,46437.0,288280.0,0,21228.0,,03.10.2019,03.10.2019,08.12.2019
31/2-17 B,31/2-17,Norsk Hydro Produksjon AS,054 ,APPRAISAL,SUSPENDED,GAS,EXPLORATION, NO,01.02.1992,14.02.1992,TROLL,719-L,31/2-1 (Troll Vest),NO,80.0,,NH-8901- LINJE 794 & SP. 1404,88.8,24.0,1575.0,1838.0,341.0,1645.0,LATE JURASSIC       ,SOGNEFJORD FM       ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,4,NO,APPRAISAL,1992,1992,,,9,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,14,NO,,,,ED50  ,60,52,57.08,N,3,27,5.79,E,60.882521999999994,3.4516080000000002,6749946.42,524516.87,31,31,2, ,17,B,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1899,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1899,sidetrack           ,31/2-17 A                               ,06.06.2006,14.02.1994,,1899,44534.0,46437.0,296677.0,0,21228.0,,03.10.2019,03.10.2019,08.12.2019
31/5-2,31/5-2,Saga Petroleum ASA,085 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,05.10.1983,11.11.1983,TROLL,391-L,31/2-1 (Troll Vest),NO,87.0,,ST 8007 - 132  SP 884,2.0,26.0,2500.0,2500.0,316.0,,TRIASSIC            ,HEGRE GP            ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,NO,APPRAISAL,1983,1983,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,38,NO,,,,ED50  ,60,43,33.29,N,3,32,52.74,E,60.725914,3.5479830000000003,6732542.72,529894.43,31,31,5, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=32,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=32,initial             ,                                        ,18.12.2008,11.11.1985,,32,44534.0,46437.0,296326.0,0,21476.0,,03.10.2019,03.10.2019,08.12.2019
31/5-4 A,31/5-4,Norsk Hydro Produksjon AS,085 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,10.10.1990,13.12.1990,TROLL,656-L,31/2-1 (Troll Vest),NO,66.0,,NH 9056-209 & SP.95,93.0,24.0,1579.2,2603.0,316.0,1569.0,LATE JURASSIC       ,SOGNEFJORD FM       ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,NO,APPRAISAL,1990,1990,,TESTING,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,65,NO,,,,ED50  ,60,43,16.19,N,3,33,43.06,E,60.721164,3.561961,6732020.1,530661.48,31,31,5, ,4,A,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1689,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1689,sidetrack           ,31/5-4 S                                ,06.06.2006,13.12.1992,,1689,44534.0,46437.0,296677.0,1729,21476.0,,03.10.2019,03.10.2019,08.12.2019
31/5-4 AR,31/5-4,Norsk Hydro Produksjon AS,085 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,09.07.1991,18.07.1991,TROLL,656-L2,31/2-1 (Troll Vest),NO,69.0,,NH 9056-209 &  SP.95,93.0,24.0,1579.0,2603.0,316.0,,LATE JURASSIC       ,SOGNEFJORD FM       ,NORTH SEA,TRANSOCEAN 8,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,NO,APPRAISAL,1991,1991,,TESTING,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,10,YES,,,,ED50  ,60,43,16.19,N,3,33,43.06,E,60.721164,3.561961,6732020.1,530661.48,31,31,5, ,4,AR,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1832,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1832,re-entry            ,31/5-4 A                                ,06.06.2006,18.07.1993,,1832,44534.0,46437.0,296677.0,0,21476.0,,03.10.2019,03.10.2019,08.12.2019
31/5-5,31/5-5,Norsk Hydro Produksjon AS,085 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,30.12.1992,11.02.1993,TROLL,751-L,31/2-1 (Troll Vest),NO,60.0,,NH 9101- ROW 694& COLUMN 542,1.2,29.0,1930.0,1930.0,319.0,,MIDDLE JURASSIC     ,KROSSFJORD FM       ,NORTH SEA,WEST DELTA,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,NO,APPRAISAL,1992,1993,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,44,NO,,,,ED50  ,60,41,49.66,N,3,29,8.74,E,60.697128,3.485761,6729309.74,526523.74,31,31,5, ,5,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2059,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=2059,initial             ,                                        ,29.06.2004,11.02.1995,,2059,44534.0,46437.0,287821.0,0,21476.0,,03.10.2019,03.10.2019,08.12.2019
31/6-2,31/6-2,Den norske stats oljeselskap a.s,085 ,APPRAISAL,SUSPENDED,GAS,EXPLORATION, NO,18.10.1983,11.12.1983,TROLL,393-L,31/6-1 (Troll Øst),NO,65.0,,ST 8007 - 351  SP 1647,1.0,23.0,2020.0,2020.0,303.0,,EARLY JURASSIC      ,DRAKE FM            ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,NO,APPRAISAL,1983,1983,,,9,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,55,NO,,,,ED50  ,60,34,58.24,N,3,54,55.76,E,60.582843999999994,3.915489,6716831.54,550164.4,31,31,6, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=34,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=34,initial             ,                                        ,06.06.2006,11.12.1985,,34,44552.0,46437.0,287983.0,0,21476.0,,03.10.2019,03.10.2019,08.12.2019
31/6-8,31/6-8,Norsk Hydro Produksjon AS,085 ,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION, NO,14.04.1985,25.05.1985,TROLL,462-L,31/6-1 (Troll Øst),NO,79.0,,NH 8202 - 338  SP. 249,2.0,25.0,2138.0,2138.0,300.0,,EARLY JURASSIC      ,COOK FM             ,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,NO,APPRAISAL,1985,1985,,,13,SOGNEFJORD FM,LATE JURASSIC,,,                    ,                    ,42,NO,,,,ED50  ,60,33,21.36,N,3,40,39.07,E,60.555932999999996,3.677519,6713676.33,537156.05,31,31,6, ,8,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=466,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=466,initial             ,                                        ,06.06.2006,25.05.1987,,466,44552.0,46437.0,287956.0,0,21476.0,,03.10.2019,03.10.2019,08.12.2019
34/2-2,34/2-2,Amoco Norway Oil Company,056 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,27.11.1980,12.12.1980,,268-L,,NO,0.0,,ANO 79 - 36& SP 515,0.0,26.0,513.0,513.0,386.0,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,SEDCO 703,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,1980,1980,,,1,,,,,                    ,                    ,141,NO,,,,ED50  ,61,46,16.83,N,2,33,11.38,E,61.771342000000004,2.5531610000000002,6848952.9,476419.52,31,34,2, ,2,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=215,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=215,initial             ,                                        ,11.02.2005,12.12.1982,,215,,,288793.0,0,21244.0,,03.10.2019,03.10.2019,08.12.2019
34/4-10,34/4-10,Saga Petroleum ASA,057 ,WILDCAT,SUSPENDED,DRY,EXPLORATION, NO,12.02.2000,05.03.2000,,968-L,34/4-10 (Beta Brent),NO,141.0,,MN 9601 INLINE 1220 - CROSSLINE 2054,3.6,24.0,2379.5,2380.0,357.0,,LATE CRETACEOUS     ,KYRRE FM            ,NORTH SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,4,NO,WILDCAT,2000,2000,,,1,,,,,                    ,                    ,23,NO,,,,ED50  ,61,37,33.33,N,2,4,30.47,E,61.625925,2.0751310000000003,6833020.57,450963.66,31,34,4, ,10,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3143,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3143,initial             ,                                        ,29.05.2002,05.03.2002,,3143,1030530.0,,294382.0,0,21252.0,,03.10.2019,03.10.2019,08.12.2019
34/7-16,34/7-16,Saga Petroleum ASA,089 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,28.06.1990,13.08.1990,VIGDIS,640-L,34/7-8 Vigdis,NO,98.0,,G/E 83 (RP) RAD 253 &  KOL. 933,5.3,25.0,0.0,2700.0,286.0,,EARLY JURASSIC      ,AMUNDSEN FM         ,NORTH SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,8,NO,WILDCAT,1990,1990,,,5,ETIVE FM,MIDDLE JURASSIC,RANNOCH FM,MIDDLE JURASSIC,                    ,                    ,48,NO,,,,ED50  ,61,23,13.06,N,2,6,59.12,E,61.386961,2.116422,6806371.84,452792.04,31,34,7, ,16,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1550,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1550,initial             ,                                        ,28.02.2008,13.08.1992,,1550,44714.0,43732.0,294058.0,0,21516.0,,03.10.2019,03.10.2019,08.12.2019
34/7-16 R,34/7-16,Saga Petroleum ASA,089 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,04.09.1990,15.10.1990,VIGDIS,640-L2,34/7-8 Vigdis,NO,106.0,,G/E 83 (RP)  RAD 253&  KOL 933.,5.3,26.0,2978.0,2980.0,286.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,8,NO,WILDCAT,1990,1990,,DRILLING,5,ETIVE FM,MIDDLE JURASSIC,RANNOCH FM,MIDDLE JURASSIC,                    ,                    ,42,YES,,,,ED50  ,61,23,13.06,N,2,6,59.12,E,61.386961,2.116422,6806371.84,452792.04,31,34,7, ,16,R,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1677,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1677,re-entry            ,34/7-16                                 ,28.02.2008,15.10.1992,,1677,44714.0,43732.0,296326.0,0,21516.0,,03.10.2019,03.10.2019,08.12.2019
34/7-19,34/7-19,Saga Petroleum ASA,089 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,24.09.1991,27.12.1991,VIGDIS,698-L,34/7-8 Vigdis,NO,91.0,,GE-83: RAD 237 & KOLONNE 1037,2.7,18.0,2800.0,2800.0,285.0,,EARLY JURASSIC      ,COOK FM             ,NORTH SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,8,NO,APPRAISAL,1991,1991,,,5,TARBERT FM,MIDDLE JURASSIC,,,                    ,                    ,95,NO,,,,ED50  ,61,23,38.96,N,2,5,31.46,E,61.394156,2.092072,6807191.07,451502.27,31,34,7, ,19,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1838,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1838,initial             ,                                        ,28.02.2008,27.12.1993,,1838,44714.0,43732.0,297514.0,0,21516.0,,03.10.2019,03.10.2019,08.12.2019
34/7-26 S,34/7-26,Saga Petroleum ASA,089 ,APPRAISAL,SUSPENDED,DRY,EXPLORATION, NO,19.08.1997,13.09.1997,TORDIS,902-L,34/7-21 Borg,NO,0.0,,CTM 94:E-W LINE 1235 & N-S LINE 1284,65.5,25.0,2248.0,4193.0,201.0,,LATE CRETACEOUS     ,KYRRE FM            ,NORTH SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,8,NO,APPRAISAL,1997,1997,,,1,,,,,                    ,                    ,26,NO,,,,ED50  ,61,16,29.38,N,2,7,11.41,E,61.274828,2.1198360000000003,6793879.09,452806.07,31,34,7, ,26,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3168,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3168,initial             ,                                        ,28.02.2008,13.09.1999,,3168,44690.0,43725.0,294058.0,0,21516.0,,03.10.2019,03.10.2019,08.12.2019
34/7-29 S,34/7-29,Saga Petroleum ASA,089 ,APPRAISAL,SUSPENDED,OIL,EXPLORATION, NO,04.03.1998,14.04.1998,,923-L,34/7-29 S,NO,100.0,,CMT-94R95: ROW 2038 & COLUMN 993,20.7,24.0,2846.0,2927.0,250.0,,MIDDLE JURASSIC     ,TARBERT FM          ,NORTH SEA,TRANSOCEAN LEADER,SEMISUB STEEL,MOVEABLE,8,NO,WILDCAT,1998,1998,,,5,INTRA DRAUPNE FM SS,LATE JURASSIC,,,                    ,                    ,42,NO,,,,ED50  ,61,21,51.69,N,2,2,23.37,E,61.364357999999996,2.039825,6803911.99,448662.75,31,34,7, ,29,S,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3313,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=3313,initial             ,                                        ,11.04.2003,14.04.2000,,3313,105363.0,,296677.0,0,21516.0,,03.10.2019,03.10.2019,08.12.2019
34/8-7,34/8-7,Norsk Hydro Produksjon AS,120 ,WILDCAT,SUSPENDED,GAS,EXPLORATION, NO,21.03.1992,16.07.1992,,725-L,34/8-7,NO,181.0,,NH 9001- REKKE 809 & KOLONNE 1200,12.8,23.0,5441.4,5460.0,335.0,,LATE TRIASSIC       ,LUNDE FM            ,NORTH SEA,POLAR PIONEER,SEMISUB STEEL,MOVEABLE,10-A,NO,WILDCAT,1992,1992,,,9,BRENT GP,MIDDLE JURASSIC,COOK FM,EARLY JURASSIC,STATFJORD GP        ,EARLY JURASSIC      ,118,NO,,,,ED50  ,61,19,9.07,N,2,33,32.15,E,61.319186,2.5589310000000003,6798582.22,476383.07,31,34,8, ,7,,, ,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1941,https://factmaps.npd.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=1941,initial             ,                                        ,24.09.2003,16.07.1994,,1941,44732.0,,289333.0,0,21772.0,,03.10.2019,03.10.2019,08.12.2019
